ClosedDate,SoldPr,Type,Zip,Area,Rooms,FullBaths,HalfBaths,BsmtBth,Beds,BsmtBeds,GarageSpaces,houseEra
7/6/2020,368999.99999999994,SFH,60053,1350,8,2,0,Yes,3.0,0,2.5,19B
3/17/2020,276647.5,SFH,60002,3806,12,4,1,Yes,4.0,1,3.0,20A
9/19/2019,348807.5,Townhouse,60062,2743,8,3,1,Yes,3.0,0,2.0,19A
7/24/2019,898284.3749999999,SFH,60062,4353,14,4,1,Yes,4.0,1,2.0,19A
8/19/2020,444849.99999999994,Townhouse,60062,2479,8,2,1,No,3.0,0,2.0,19A
7/30/2019,516382.18749999994,SFH,60025,2052,8,2,0,No,3.0,0,2.0,19A
8/7/2020,1434999.9999999998,SFH,60201,5210,10,4,1,Yes,5.0,0,2.0,recent
2/19/2019,278415.625,SFH,60053,1184,8,1,1,No,3.0,0,0.0,19A
9/6/2019,740690.625,SFH,60062,2837,8,2,1,No,4.0,0,2.0,19A
2/14/2019,635102.8125,SFH,60062,3412,9,2,1,No,4.0,0,3.0,19A
12/1/2020,1281250.0,SFH,60062,6984,14,4,2,No,5.0,0,4.0,20A
10/6/2017,171642.90449218743,Condo,60077,1200,5,2,0,No,2.0,0,2.0,19A
6/15/2018,303683.1562499999,SFH,60077,1093,6,1,1,Yes,2.0,0,1.0,19B
3/16/2020,275212.5,SFH,60053,1280,7,2,0,Yes,3.0,0,2.5,19A
7/12/2019,375073.125,SFH,60062,1124,8,1,0,No,3.0,0,2.5,19A
10/1/2019,520059.37499999994,SFH,60026,2498,10,3,1,Yes,4.0,1,2.5,19A
4/25/2017,310171.42226562486,SFH,60076,1134,7,1,1,Yes,2.0,0,1.0,19A
4/22/2019,367613.6875,SFH,60076,1500,7,2,0,No,3.0,0,2.0,19A
8/5/2019,388731.24999999994,SFH,60062,1401,7,2,0,No,3.0,0,2.0,19A
6/26/2019,258979.06249999997,Townhouse,60077,1312,8,1,1,No,3.0,0,0.0,19A
7/17/2019,682906.25,SFH,60026,4814,13,3,1,Yes,4.0,1,3.0,20A
8/27/2020,338147.49999999994,SFH,60002,2633,7,3,0,Yes,3.0,0,5.0,19A
2/15/2019,314136.875,Townhouse,60053,1900,6,2,1,No,3.0,0,2.0,20A
6/16/2020,1286375.0,SFH,60202,3700,12,4,1,Yes,4.0,1,2.5,Pre1900
11/2/2017,513272.99414062477,SFH,60062,2716,9,3,1,Yes,4.0,1,2.0,19A
12/19/2017,397372.6406249998,SFH,60076,1850,8,2,1,Yes,4.0,0,2.0,19A
8/5/2019,549476.875,SFH,60025,3000,10,2,2,No,4.0,0,2.0,19A
6/7/2019,714425.0,SFH,60062,2659,10,2,1,No,4.0,0,1.0,19A
8/6/2020,361824.99999999994,SFH,60062,1690,6,2,0,No,3.0,0,2.5,19A
8/29/2017,1109331.9550781245,SFH,60062,5795,16,6,0,Yes,5.0,0,3.0,20A
11/6/2020,1178750.0,SFH,60026,4937,11,3,1,No,4.0,0,2.0,20A
12/17/2019,388731.24999999994,SFH,60202,1320,7,2,0,No,3.0,0,2.0,19A
7/21/2020,281875.0,SFH,60077,1140,7,1,1,Yes,3.0,0,1.0,19A
7/12/2019,241643.74999999997,SFH,60201,984,8,2,0,Yes,3.0,1,2.0,19A
5/12/2020,922499.9999999999,SFH,60091,3358,10,4,1,Yes,4.0,0,2.0,19A
7/26/2019,346706.25,SFH,60077,1986,7,2,0,No,3.0,0,0.0,19A
7/2/2020,261374.99999999997,SFH,60002,1293,7,1,0,No,3.0,0,2.0,19A
4/17/2017,524311.1230468748,SFH,60076,2205,8,2,1,Yes,3.0,1,1.0,19A
8/5/2019,220631.24999999997,SFH,60002,1626,5,2,0,No,2.0,0,2.0,20A
12/23/2020,538125.0,SFH,60062,2279,10,2,1,No,4.0,0,2.0,19A
2/25/2020,183474.99999999997,SFH,60002,1400,6,2,0,No,3.0,0,3.0,19A
9/23/2020,748249.9999999999,Condo,60202,2600,8,2,2,No,3.0,0,1.0,recent
5/4/2017,1223576.589257812,SFH,60062,4044,13,5,1,Yes,5.0,0,3.0,20A
6/21/2019,478034.37499999994,Townhouse,60062,2250,8,2,1,No,3.0,0,2.0,20A
5/17/2019,409743.74999999994,Townhouse,60062,1818,8,2,1,No,3.0,0,2.0,19A
7/23/2019,151290.0,Condo,60202,950,5,1,0,No,2.0,0,0.0,19B
3/5/2020,358749.99999999994,SFH,60053,2125,8,2,0,Yes,4.0,0,2.0,19A
6/22/2018,473831.8749999998,SFH,60062,2500,9,3,1,No,5.0,0,2.0,19A
8/28/2020,563750.0,SFH,60025,2374,9,3,0,No,5.0,0,3.0,19A
3/6/2020,150675.0,Condo,60201,644,4,1,0,No,1.0,0,1.0,20A
11/23/2020,420249.99999999994,Townhouse,60062,2060,8,2,1,No,3.0,0,2.0,19A
5/14/2019,278694.04062499997,Condo,60202,1364,5,2,0,No,2.0,0,0.0,19A
6/11/2018,611673.8749999998,SFH,60062,2530,10,2,1,No,4.0,0,2.0,19A
2/25/2020,558625.0,Townhouse,60062,2600,8,2,1,No,3.0,0,2.0,20A
4/27/2017,353220.1249999998,SFH,60077,1214,7,1,1,No,3.0,0,1.0,19A
6/12/2019,782715.6249999999,SFH,60062,3107,10,2,2,Yes,4.0,0,3.0,20A
12/28/2017,717478.3789062497,SFH,60076,3056,10,2,1,No,4.0,0,2.0,19A
4/18/2019,221997.06249999997,Condo,60077,1550,6,2,0,No,3.0,0,1.0,19A
11/1/2018,609789.3164062498,SFH,60062,2581,10,2,1,No,4.0,0,2.0,19A
8/15/2019,383478.12499999994,SFH,60076,1298,7,2,0,No,3.0,0,0.0,19A
3/16/2020,1230000.0,SFH,60201,4600,11,4,1,Yes,4.0,1,2.0,recent
10/9/2020,1537499.9999999998,SFH,60091,6030,13,5,2,Yes,6.0,0,2.0,19B
6/20/2019,474882.49999999994,Townhouse,60025,2219,8,3,1,Yes,3.0,0,2.0,20A
6/11/2018,247684.8437499999,Condo,60076,1500,5,2,0,No,2.0,0,1.0,20A
1/31/2019,551578.125,SFH,60025,3100,8,2,1,No,4.0,0,2.0,19A
9/20/2019,604109.375,Condo,60091,2000,6,2,1,No,3.0,0,2.0,19A
4/14/2020,74825.0,SFH,60002,816,5,1,0,No,3.0,0,2.0,19A
5/6/2019,620131.40625,SFH,60091,2526,10,3,0,No,5.0,0,2.0,19A
12/23/2019,225884.37499999997,SFH,60002,4055,10,3,0,Yes,3.0,0,2.0,19B
8/28/2020,522749.99999999994,Condo,60201,1550,6,2,0,No,2.0,0,1.0,19A
3/30/2017,397372.6406249998,SFH,60076,1068,7,2,0,Yes,3.0,0,2.0,19A
4/6/2020,379249.99999999994,Townhouse,60203,1700,8,2,1,No,3.0,0,2.0,19A
6/21/2018,726362.7265624998,SFH,60062,3443,11,3,2,Yes,5.0,0,2.0,19A
3/29/2019,509027.81249999994,SFH,60025,3354,8,2,1,No,4.0,0,3.0,20A
8/9/2019,288921.875,Condo,60202,1300,5,2,0,No,2.0,0,0.0,19A
10/2/2020,220374.99999999997,SFH,60076,1996,6,2,1,No,3.0,0,1.0,19B
3/20/2020,333125.0,SFH,60077,1179,8,1,1,Yes,3.0,0,2.0,19A
5/5/2017,107069.85039062495,Condo,60077,950,4,1,0,No,1.0,0,0.0,19A
9/23/2020,363874.99999999994,Condo,60202,1467,5,2,0,No,2.0,0,1.0,20A
3/16/2018,484600.7812499998,SFH,60076,2919,9,2,0,No,3.0,0,2.0,19A
11/8/2017,375296.3828124998,SFH,60076,1875,8,2,1,Yes,4.0,0,2.0,19A
2/27/2020,171174.99999999997,Condo,60053,1350,5,2,0,No,2.0,0,1.0,19A
5/8/2019,365617.5,Condo,60203,1830,9,2,2,Yes,2.0,0,2.0,19A
11/19/2019,472781.24999999994,SFH,60062,2227,10,2,1,No,4.0,0,2.0,19A
5/30/2019,619868.75,SFH,60062,2472,9,2,1,No,4.0,0,2.0,19A
9/26/2019,335674.6875,SFH,60202,1098,7,1,1,Yes,2.0,0,1.0,19B
7/18/2019,264757.5,Condo,60202,1300,6,2,0,No,3.0,0,0.0,19A
11/3/2020,258812.49999999997,SFH,60002,2542,8,2,1,No,4.0,0,2.0,20A
4/18/2019,244795.62499999997,Townhouse,60091,1634,6,2,0,No,3.0,0,0.0,19A
9/12/2018,301529.3749999999,SFH,60076,1150,7,1,0,No,3.0,0,1.0,19A
7/12/2019,173353.125,Townhouse,60077,1018,6,1,1,No,2.0,0,0.0,19A
7/28/2017,347701.0605468749,SFH,60076,1161,9,1,1,Yes,3.0,1,1.5,19A
7/29/2019,281567.5,Condo,60062,1533,6,2,0,No,2.0,0,1.0,19A
5/2/2019,378225.0,Condo,60202,1300,5,2,0,No,2.0,0,2.0,20A
10/2/2019,336094.9375,SFH,60002,2006,8,3,1,Yes,4.0,0,2.5,19A
2/14/2019,504299.99999999994,SFH,60076,1944,8,3,0,Yes,4.0,0,2.0,19A
2/28/2020,517624.99999999994,SFH,60026,2819,10,2,1,No,4.0,0,2.0,19A
10/1/2018,385526.8437499999,SFH,60062,1865,6,2,0,No,3.0,0,2.0,19A
1/18/2019,887778.1249999999,SFH,60026,3737,12,3,1,No,4.0,0,3.0,19A
3/17/2020,304937.5,Condo,60202,1800,6,2,0,No,3.0,0,0.0,19B
3/14/2019,262656.25,SFH,60053,1000,6,1,0,No,3.0,0,2.0,19A
10/19/2018,269222.65624999994,Condo,60077,1142,5,2,0,No,2.0,0,1.0,20A
6/17/2019,220631.24999999997,SFH,60002,2456,6,2,2,Yes,3.0,0,2.0,19A
12/15/2020,371562.49999999994,SFH,60025,1400,6,2,0,No,2.0,0,2.0,19A
4/16/2019,241643.74999999997,SFH,60053,865,6,1,0,No,2.0,0,2.0,19A
1/30/2019,719678.125,SFH,60026,3781,10,3,1,No,5.0,0,4.0,19A
5/22/2017,295269.9482421874,SFH,60076,1228,6,2,0,Yes,3.0,0,0.0,19A
5/26/2020,389499.99999999994,SFH,60201,2700,11,4,0,Yes,5.0,1,2.0,19A
6/5/2019,320440.625,Condo,60202,1162,5,2,0,No,2.0,0,1.0,20A
5/30/2019,593603.125,SFH,60053,3866,10,4,1,Yes,4.0,0,2.0,20A
7/31/2020,459199.99999999994,Townhouse,60026,1835,7,2,1,No,3.0,0,2.0,20A
12/18/2020,737999.9999999999,Condo,60201,1600,5,2,1,No,2.0,0,2.0,new
6/27/2019,283668.75,SFH,60002,1389,5,1,1,No,2.0,0,2.5,20A
6/21/2019,504299.99999999994,SFH,60025,2305,8,2,0,No,3.0,0,1.0,19A
7/9/2020,978874.9999999999,SFH,60201,3401,14,3,1,No,5.0,0,2.0,Pre1900
3/8/2018,1157657.4218749995,SFH,60062,5044,13,5,0,Yes,5.0,0,3.0,recent
6/10/2019,399237.49999999994,Condo,60201,1341,4,2,0,No,2.0,0,0.0,20A
3/31/2017,369777.3183593748,SFH,60077,1804,7,2,0,Yes,3.0,0,0.0,19A
5/27/2020,557087.5,SFH,60091,2379,10,3,0,Yes,5.0,0,2.0,19A
7/17/2019,346706.25,SFH,60076,1323,8,2,0,Yes,3.0,0,2.0,19A
6/28/2019,188061.875,Condo,60077,1500,5,2,0,No,2.0,0,1.0,19A
12/6/2019,908790.6249999999,SFH,60201,4020,9,3,1,Yes,4.0,0,4.0,19B
6/6/2019,820800.7812499999,SFH,60091,2362,9,2,1,No,4.0,0,1.0,19B
8/3/2018,195994.09374999994,Condo,60076,1800,6,2,0,No,2.0,0,2.0,19A
10/15/2020,696999.9999999999,SFH,60002,5000,10,3,1,No,3.0,0,2.0,20A
5/11/2020,812312.4999999999,SFH,60201,2695,11,3,0,No,4.0,0,1.5,19B
4/17/2020,283925.0,SFH,60077,1064,6,1,0,No,3.0,0,0.0,19B
7/19/2019,1071637.5,SFH,60062,2970,12,3,1,Yes,4.0,1,2.0,recent
8/14/2020,491999.99999999994,SFH,60091,1800,8,2,0,Yes,3.0,1,2.0,19A
8/31/2017,121419.41796874996,Condo,60077,1300,4,1,0,No,1.0,0,1.0,19A
6/15/2017,551906.4453124998,SFH,60062,2913,8,2,1,No,4.0,0,2.0,19A
4/29/2020,344399.99999999994,SFH,60025,1222,7,2,0,No,3.0,0,2.0,19A
7/2/2020,275725.0,Condo,60201,700,3,1,0,No,1.0,0,1.0,20A
10/9/2020,968624.9999999999,SFH,60062,3153,13,4,1,Yes,4.0,1,2.0,20A
12/14/2018,376911.7187499999,SFH,60076,2955,7,2,1,Yes,3.0,0,1.0,19A
9/29/2017,430487.0273437498,SFH,60062,1672,8,2,0,No,3.0,0,1.0,19A
8/1/2019,288921.875,SFH,60053,1479,6,2,0,No,3.0,0,2.0,19A
5/20/2019,304681.25,SFH,60062,2102,8,2,0,No,3.0,0,2.0,19A
4/22/2019,436009.37499999994,SFH,60053,1944,7,2,0,Yes,3.0,0,2.0,19A
9/24/2018,976373.6540624996,SFH,60062,3043,7,2,1,No,3.0,0,2.0,recent
5/9/2019,338826.5625,SFH,60025,1537,8,2,0,Yes,3.0,0,1.0,19A
8/24/2018,339220.5468749999,SFH,60077,1215,7,1,1,No,2.0,0,1.0,19A
8/10/2020,446899.99999999994,SFH,60002,2485,6,3,1,Yes,4.0,0,2.0,19A
9/10/2019,1024359.3749999999,SFH,60025,2841,10,3,0,Yes,3.0,0,2.0,19B
3/22/2019,152340.625,Condo,60062,1300,5,1,1,No,2.0,0,0.0,19A
11/27/2017,551906.4453124998,SFH,60062,2249,9,3,0,Yes,4.0,0,2.0,19A
6/14/2019,236285.56249999997,SFH,60025,2239,6,2,0,No,3.0,0,0.0,19B
3/27/2020,613975.0,SFH,60025,4194,11,3,1,Yes,4.0,1,2.0,19A
7/31/2020,184499.99999999997,Condo,60077,850,4,1,1,No,1.0,0,1.0,20A
5/13/2020,160412.5,Condo,60076,1200,5,2,0,No,2.0,0,0.0,19A
11/13/2020,302375.0,SFH,60076,1763,8,2,0,Yes,2.0,1,2.0,19A
9/15/2020,128124.99999999999,SFH,60002,1532,7,1,1,No,3.0,0,2.5,19A
12/23/2019,364566.875,SFH,60053,2011,6,2,1,Yes,3.0,0,2.0,19A
7/21/2020,666250.0,SFH,60025,3321,9,2,1,No,4.0,0,2.0,19A
2/5/2019,357212.5,SFH,60076,3155,7,4,0,Yes,4.0,0,4.0,19A
8/13/2019,144460.9375,SFH,60002,2634,8,3,0,Yes,2.0,2,2.0,19A
8/10/2018,592289.8437499998,SFH,60062,2751,9,2,1,No,4.0,0,2.0,19A
10/28/2019,1082143.75,SFH,60202,4440,10,4,2,Yes,5.0,0,2.0,19B
12/14/2020,688799.9999999999,Condo,60201,2201,7,2,1,No,3.0,0,2.0,20A
5/26/2020,301350.0,SFH,60202,1346,8,1,1,Yes,3.0,0,0.0,Pre1900
5/13/2019,645083.75,SFH,60062,2500,8,2,1,No,3.0,0,2.0,19A
6/2/2017,351012.4992187499,SFH,60076,1252,7,1,1,Yes,3.0,0,1.5,19B
11/24/2020,799499.9999999999,SFH,60201,2196,9,2,1,No,4.0,0,1.0,19B
4/30/2020,230624.99999999997,SFH,60025,1551,6,1,1,No,3.0,0,2.0,19A
5/15/2019,598856.25,SFH,60201,1900,10,3,0,No,4.0,0,2.0,Pre1900
5/22/2020,1547749.9999999998,SFH,60091,5240,13,5,1,Yes,5.0,0,2.0,recent
12/5/2019,309934.375,Townhouse,60062,1800,6,2,1,No,3.0,0,2.0,19A
6/14/2019,512179.68749999994,SFH,60077,2485,8,3,1,Yes,4.0,0,2.0,19A
11/16/2020,645750.0,Condo,60201,1730,6,2,0,No,3.0,0,2.0,20A
10/29/2020,496612.49999999994,Townhouse,60062,2739,12,4,1,Yes,3.0,1,2.0,19A
6/16/2017,734035.5722656247,SFH,60062,3640,9,2,1,No,4.0,0,2.0,19A
7/30/2018,511523.0468749998,SFH,60077,3056,9,2,1,No,4.0,0,2.0,19A
2/28/2020,389499.99999999994,SFH,60002,3474,11,2,2,Yes,3.0,0,3.0,19A
10/4/2019,806086.778125,SFH,60062,2053,5,2,0,No,3.0,0,2.0,recent
4/16/2020,818974.9999999999,SFH,60201,3700,10,3,0,No,4.0,0,1.0,19B
9/5/2019,383478.12499999994,SFH,60091,1232,6,1,1,Yes,3.0,0,2.0,19A
12/10/2019,173353.125,Condo,60053,1260,5,2,0,No,2.0,0,1.0,19A
10/30/2019,2532006.25,SFH,60025,5600,10,5,1,Yes,5.0,1,3.5,recent
5/21/2020,174762.49999999997,Condo,60201,686,4,1,0,No,1.0,0,1.0,20A
1/28/2020,201412.49999999997,SFH,60076,1094,5,1,0,No,2.0,0,2.0,19A
9/7/2018,301529.3749999999,SFH,60076,1325,7,2,1,Yes,3.0,0,2.0,19A
8/31/2020,768749.9999999999,SFH,60062,3481,13,3,1,Yes,5.0,1,2.0,19A
7/12/2019,2311375.0,SFH,60062,11113,16,7,1,Yes,6.0,1,4.0,recent
6/29/2020,322875.0,Condo,60077,1871,6,2,0,No,3.0,0,1.0,20A
8/12/2019,570489.375,SFH,60201,1650,7,2,0,No,3.0,0,2.1,19A
10/7/2019,851006.2499999999,SFH,60201,2650,8,2,1,No,3.0,0,2.0,19B
6/18/2019,130277.49999999999,Condo,60053,900,4,1,0,No,1.0,0,0.0,19A
11/2/2018,279991.5624999999,SFH,60076,1142,8,2,0,Yes,3.0,1,2.0,19A
7/1/2019,818436.8749999999,Townhouse,60091,2580,9,2,2,Yes,3.0,0,2.0,20A
8/19/2020,186037.49999999997,Condo,60076,1700,7,2,0,No,3.0,0,0.0,19A
5/8/2019,646134.375,SFH,60062,3116,8,3,1,Yes,4.0,0,2.0,19A
3/11/2019,464376.24999999994,SFH,60062,2846,12,2,1,No,4.0,0,2.0,19A
5/7/2019,1344800.0,SFH,60201,1682,8,3,1,Yes,4.0,0,1.5,19B
10/15/2019,278415.625,SFH,60077,1135,6,1,0,No,3.0,0,2.0,19A
8/19/2020,1296625.0,SFH,60062,4813,12,2,2,Yes,5.0,0,3.0,19A
11/5/2019,1155687.5,SFH,60202,2844,11,3,1,No,5.0,0,2.0,19B
3/31/2020,778999.9999999999,SFH,60025,2050,11,3,0,No,4.0,0,2.5,19A
7/15/2019,328845.625,Townhouse,60077,1900,7,3,0,No,3.0,0,2.0,20A
6/20/2017,529830.1874999998,SFH,60062,2011,8,2,0,No,3.0,0,2.0,19A
8/12/2019,370345.3125,SFH,60076,1251,6,2,0,No,3.0,0,1.0,19A
9/30/2020,322875.0,SFH,60053,1652,8,2,0,No,3.0,0,1.0,19A
8/7/2020,235749.99999999997,Townhouse,60025,1270,6,1,1,No,2.0,0,1.0,19A
10/21/2019,412370.31249999994,SFH,60091,1597,7,2,1,Yes,3.0,0,2.0,19A
9/30/2020,771312.4999999999,SFH,60026,4164,14,3,2,Yes,5.0,0,3.0,19A
1/22/2018,376911.7187499999,SFH,60076,1411,8,3,0,Yes,3.0,1,2.0,19A
10/23/2020,555550.0,SFH,60201,2217,9,3,1,Yes,4.0,0,2.0,19A
10/16/2019,131328.125,Condo,60202,870,5,1,0,No,2.0,0,0.0,19B
1/17/2020,245999.99999999997,SFH,60202,1300,6,1,0,No,3.0,0,2.0,19A
11/9/2020,297250.0,SFH,60053,1572,8,3,0,Yes,4.0,0,2.0,19A
8/15/2019,159169.6875,Condo,60062,1000,5,1,1,No,2.0,0,0.0,19A
4/2/2020,484312.49999999994,SFH,60062,2400,8,2,1,No,4.0,0,2.0,19A
9/6/2019,381376.875,Townhouse,60025,1750,6,2,0,No,2.0,0,2.0,19A
9/30/2019,851006.2499999999,SFH,60062,4004,9,4,0,No,5.0,0,2.0,recent
2/6/2019,472781.24999999994,SFH,60002,2670,7,2,0,No,3.0,0,3.0,19A
7/15/2020,283925.0,SFH,60002,2852,10,2,1,No,4.0,0,2.0,recent
3/1/2019,150239.375,SFH,60002,1010,6,1,0,No,2.0,0,3.0,19A
10/25/2019,147087.5,Condo,60076,1160,6,2,0,No,2.0,0,0.0,19A
5/30/2019,362465.625,Townhouse,60202,1700,7,2,1,No,3.0,0,0.0,19A
9/29/2017,684363.9921874998,SFH,60062,2896,9,2,1,No,4.0,0,2.0,19A
6/27/2019,324643.125,SFH,60053,1500,8,2,0,Yes,4.0,0,2.5,19A
9/23/2019,156753.25,SFH,60002,950,6,2,0,No,2.0,0,2.0,19A
3/7/2018,287529.7968749999,SFH,60062,1216,6,1,0,No,3.0,0,2.5,19A
6/19/2020,247024.99999999997,SFH,60202,1389,6,2,0,No,3.0,0,2.0,19A
6/6/2019,294175.0,Condo,60062,1500,5,2,0,No,2.0,0,1.0,20A
11/13/2017,590539.8964843748,SFH,60076,3020,9,2,1,No,4.0,0,2.0,20A
10/9/2020,615000.0,SFH,60202,3000,11,3,0,No,5.0,0,3.0,19B
3/1/2018,296144.9218749999,SFH,60076,1320,7,2,0,No,4.0,0,0.0,19A
12/7/2018,232608.3749999999,Condo,60076,1500,5,2,0,No,2.0,0,1.0,19A
8/1/2019,948189.0624999999,SFH,60091,2595,10,2,1,No,4.0,0,2.5,19B
10/4/2019,308883.75,SFH,60053,1600,7,2,0,No,3.0,0,0.0,19A
7/2/2020,228574.99999999997,SFH,60002,1833,8,2,1,No,4.0,0,2.0,20A
3/15/2019,180707.5,Condo,60077,1300,5,1,1,No,2.0,0,1.0,19A
1/9/2020,394624.99999999994,SFH,60091,1900,8,1,1,Yes,3.0,0,1.0,19A
2/22/2019,590976.5625,SFH,60091,3069,9,3,1,No,4.0,0,2.0,19A
4/17/2020,533000.0,SFH,60025,1818,10,2,1,Yes,2.0,1,2.0,19A
4/6/2018,220762.57812499994,SFH,60076,1025,5,1,1,Yes,3.0,0,2.0,19A
7/12/2019,273162.5,SFH,60002,2913,11,2,1,No,4.0,0,2.0,20A
4/30/2019,400288.12499999994,SFH,60053,2100,10,1,1,No,3.0,0,2.0,19B
7/31/2018,156149.14062499994,Townhouse,60076,1064,6,1,1,No,2.0,0,0.0,19A
5/14/2020,255224.99999999997,SFH,60025,1506,7,2,0,No,3.0,0,3.0,19A
4/4/2020,483799.99999999994,Townhouse,60025,2244,8,2,1,No,3.0,0,2.0,19A
6/28/2019,304681.25,SFH,60025,1344,6,2,0,Yes,3.0,0,1.5,19A
3/20/2018,323067.1874999999,Condo,60077,1269,5,2,0,No,2.0,0,2.0,20A
11/4/2020,474062.49999999994,SFH,60062,2633,11,2,1,No,4.0,1,2.0,19A
10/5/2018,981047.3593749997,SFH,60062,3476,12,4,0,No,5.0,0,3.0,20A
7/11/2018,349989.4531249999,SFH,60077,1312,9,2,0,Yes,3.0,0,0.0,19A
8/13/2019,656640.625,SFH,60062,3447,10,3,1,No,4.0,0,2.0,19A
8/27/2020,148625.0,Condo,60025,1000,5,1,0,No,2.0,0,1.0,19A
9/13/2019,635628.125,SFH,60062,3103,8,3,1,Yes,4.0,0,1.0,19A
10/22/2018,398449.5312499999,SFH,60062,1936,7,3,0,No,3.0,0,3.0,19A
10/22/2020,402312.49999999994,Townhouse,60062,2610,7,2,1,No,3.0,0,2.0,19A
6/4/2019,588350.0,SFH,60025,1710,9,2,0,No,3.0,0,2.5,19A
6/1/2020,2032062.4999999998,SFH,60091,6856,16,6,1,Yes,5.0,2,2.0,recent
10/9/2020,450999.99999999994,SFH,60025,2908,9,2,1,No,4.0,0,2.0,19A
5/23/2019,451768.74999999994,SFH,60053,2500,8,2,0,Yes,4.0,0,2.0,19A
8/22/2019,1155687.5,SFH,60091,3750,10,4,1,Yes,4.0,1,2.0,recent
3/26/2019,338301.25,SFH,60053,1173,9,1,1,Yes,3.0,0,2.5,19A
1/24/2019,661893.75,SFH,60062,2746,8,2,1,No,4.0,0,2.0,19A
10/3/2019,564185.625,Condo,60201,1879,7,2,2,No,3.0,0,2.0,19A
6/15/2020,490974.99999999994,SFH,60062,2639,10,3,0,No,5.0,0,2.5,19B
9/15/2020,835374.9999999999,SFH,60091,2600,10,3,1,Yes,4.0,0,2.0,19A
2/21/2019,236390.62499999997,Townhouse,60091,1628,6,2,0,No,3.0,0,0.0,19A
12/12/2018,376911.7187499999,SFH,60076,2000,8,3,0,Yes,4.0,0,2.0,19B
11/20/2020,456124.99999999994,SFH,60062,2500,10,2,0,No,4.0,0,1.0,19A
10/16/2019,267909.375,SFH,60091,910,7,2,0,No,3.0,0,2.0,Pre1900
8/23/2019,141834.375,Condo,60025,850,5,1,0,No,1.0,0,0.0,19A
7/13/2018,699978.9062499998,SFH,60062,2906,10,2,1,No,4.0,0,2.0,19A
12/1/2020,387449.99999999994,Townhouse,60091,1428,8,1,1,No,3.0,0,0.0,19A
5/11/2020,1331475.0,SFH,60091,3874,13,3,2,Yes,5.0,0,2.0,19B
12/27/2019,362465.625,Condo,60091,1800,6,2,0,No,3.0,0,1.0,19A
11/30/2020,456124.99999999994,SFH,60002,2496,5,2,1,No,3.0,0,2.0,20A
11/9/2020,1455499.9999999998,SFH,60091,4155,13,5,1,Yes,4.0,1,2.0,20A
6/28/2019,2206312.5,SFH,60202,6200,12,3,1,No,5.0,0,7.0,19B
8/24/2020,210124.99999999997,Condo,60077,1374,6,2,0,No,3.0,0,0.0,19A
3/5/2020,422299.99999999994,SFH,60076,3641,9,2,1,Yes,3.0,0,2.5,19B
8/30/2019,399237.49999999994,SFH,60026,1470,7,3,0,No,3.0,0,2.0,19A
4/20/2018,651518.8281249998,SFH,60062,2736,11,3,1,Yes,4.0,1,2.0,19A
3/30/2020,409999.99999999994,SFH,60062,2000,8,2,1,Yes,3.0,1,2.5,19A
6/21/2019,220631.24999999997,SFH,60002,1607,7,2,0,No,3.0,0,2.0,19A
7/28/2017,314586.6738281249,SFH,60076,1272,7,2,0,No,3.0,0,0.0,19A
8/30/2018,935817.9531249997,SFH,60076,3359,10,4,1,Yes,4.0,1,2.0,20A
2/1/2019,1266003.125,SFH,60025,3671,11,5,1,Yes,4.0,1,3.0,recent
5/5/2020,628171.25,SFH,60002,5546,12,4,0,Yes,5.0,0,11.0,20A
12/18/2020,513524.99999999994,SFH,60091,2029,9,3,0,Yes,3.0,1,2.0,19A
4/15/2020,235237.49999999997,SFH,60002,2650,10,2,1,Yes,3.0,0,2.0,20A
12/15/2020,320825.0,SFH,60076,1347,7,2,0,No,3.0,0,2.0,19A
1/24/2020,256249.99999999997,SFH,60025,1092,7,2,0,Yes,3.0,0,2.0,19A
8/27/2020,1291500.0,SFH,60202,3800,11,3,1,No,4.0,0,2.0,19B
12/3/2020,376174.99999999994,SFH,60076,1500,9,3,0,Yes,4.0,0,2.5,19A
8/8/2019,270010.625,SFH,60076,1376,7,1,1,Yes,3.0,0,0.0,19A
3/3/2020,497124.99999999994,SFH,60091,2186,11,2,0,No,3.0,0,2.5,19B
5/13/2019,499046.87499999994,SFH,60025,1278,7,2,0,Yes,3.0,0,2.5,19A
12/4/2020,1127500.0,SFH,60025,4500,11,4,1,Yes,4.0,1,2.0,new
4/16/2020,228574.99999999997,Condo,60202,1364,5,2,0,No,2.0,0,0.0,19A
8/17/2020,1280322.375,SFH,60201,3595,10,4,0,Yes,6.0,0,2.0,Pre1900
9/29/2020,258299.99999999997,SFH,60002,2116,9,2,1,No,4.0,0,2.0,20A
7/30/2020,394624.99999999994,SFH,60025,1889,11,3,0,Yes,3.0,1,2.0,19A
9/25/2020,207049.99999999997,SFH,60002,2271,9,2,1,No,3.0,0,2.0,20A
6/9/2020,586812.5,SFH,60091,1847,8,1,1,No,3.0,0,2.0,19A
11/26/2018,344604.9999999999,SFH,60062,1846,8,2,0,No,3.0,0,1.0,19A
2/22/2019,436009.37499999994,SFH,60025,1707,8,2,1,Yes,3.0,0,2.0,19A
7/30/2020,97887.49999999999,Condo,60002,1008,5,1,0,No,2.0,0,1.0,19A
8/16/2019,276314.375,Townhouse,60201,2076,8,2,0,Yes,4.0,0,2.0,19A
